Category:,Brief Description:,Extended Description:,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,In Reference Data Location:,Reference Name:,Reference URL:
Silicone rubber and variants,PSOS,Poly(siloctylene siloxane),174,,237,,1199,360,900,1050,,2000,,,,,,,Stern 1987,http://dx.doi.org/10.1002/polb.1987.090250607
Silicone rubber and variants,PMSS,Poly(meta-silphenylene siloxane),84,,74,,518,106,280,300,,700,,,,,,,Stern 1987,http://dx.doi.org/10.1002/polb.1987.090250607
Silicone rubber and variants,PSPS,Poly(para-silphenylene siloxane),83,,11,,65,12,20,18,,30,,,,,,,Stern 1987,http://dx.doi.org/10.1002/polb.1987.090250607
Silicone rubber and variants,PDMS,Poly(dimethylsiloxane),,890,800,400,3800,1200,,3300,,4100,,,,190,280,,Merkel 2000,http://dx.doi.org/10.1002/(SICI)1099-0488(20000201)38:3%3C415::AID-POLB8%3E3.0.CO;2-Z
Substituted Polyacetylenes,,Poly(diphenyl acetylene),3400,,6000,4700,9000,3700,,,,,,,,,,,Teraguchi 2002,http://dx.doi.org/10.1021/ma011537f
Substituted Polyacetylenes,,Poly[1-phenyl-2-p(trimethylsilyl acetylene],1000,,1550,520,4700,1500,,,,,,,,,,,Teraguchi 2002,http://dx.doi.org/10.1021/ma011537f
Substituted Polyacetylenes,,Poly(tert-butyl acetylene),810,1150,300,100,1360,160,,,,,,,,,,,Kojima 1985,http://dx.doi.org/10.1002/app.1985.070300427
Substituted Polyacetylenes,,Poly(1-chloro-2-phenylacetylene),34.8,44.8,8,1.7,61,2.6,,,,,,,,,,,Kojima 1985,http://dx.doi.org/10.1002/app.1985.070300427
Substituted Polyacetylenes,,Poly(o-(trimethylgermyl)phenyl)acetylene,160,330,110,55,270,69,,,,,,,,,,,Mizumoto 1993,http://dx.doi.org/10.1002/pola.1993.080311016
Substituted Polyacetylenes,,Poly(o-(trimethylsilyl)phenyl)acetylene,170,290,78,24,290,38,,,,,,,,,,,,
Substituted Polyacetylenes,,Poly[1-phenyl-2-[p-triphenylsilylphenyl]acetylene,33,51.7,12.1,2.78,78.8,5.58,,,,,,,,,,,Yampolskii 2001,http://dx.doi.org/10.1021/ma000628u
Substituted Polyacetylenes,,Poly[1-phenyl-2-[p-(triisopropylsilyl)phenyl]acetylene,315,530,230,91,1300,240,,,,,,,,,,,Yampolskii 2001,http://dx.doi.org/10.1021/ma000628u
Substituted Polyacetylenes,,Poly[1-[p-trimethylsilyl]phenyl]-2-(2-fluorenyl)acetylene,1300,3100,1650,950,6450,2000,,,,,,,,,,,Sakaguchi 2004,http://dx.doi.org/10.1021/ma035993a
Substituted Polyacetylenes,,Poly[1-phenyl]-2-(2-fluorenyl)acetylene,1600,3650,2150,1300,8500,2400,,,,,,,,,,,Sakaguchi 2004,http://dx.doi.org/10.1021/ma035993a
Substituted Polyacetylenes,,Poly[1-[p-trimethylsilyl]phenyl]-2-(2-phenanthryl)acetylene,450,900,460,190,2100,500,,,,,,,,,,,Sakaguchi 2004,http://dx.doi.org/10.1021/ma035993a
Substituted Polyacetylenes,,Poly[1-phenyl]-2-(2-phenanthryl)acetylene,1150,2500,1300,650,5300,1450,,,,,,,,,,,Sakaguchi 2004,http://dx.doi.org/10.1021/ma035993a
Substituted Polyacetylenes,,Polyacetylene 2c,530,1000,470,210,2300,540,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851
Substituted Polyacetylenes,,Polyacetylene 2d,1600,3900,2100,1300,7200,3300,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851
Substituted Polyacetylenes,,Polyacetylene 2e,790,1500,830,390,3800,1100,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851
Substituted Polyacetylenes,,Polyacetylene 2f,840,1600,810,430,2900,1100,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851
Substituted Polyacetylenes,,Polyacetylene 3c,190,340,82,23,530,46,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851
Substituted Polyacetylenes,,Polyacetylene 3d,810,1700,580,210,3000,490,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2a,3200,8100,4800,3300,17000,9100,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2b,4600,11000,6200,4700,21000,11000,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2c,4100,9900,5900,4200,18000,11000,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2d,5000,11000,6600,5100,26000,12000,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2e,2100,5000,2700,1700,9200,4200,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2f,3400,8700,5000,3500,17000,9300,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2g,2700,6300,3500,2500,11000,6600,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2h,520,1100,470,210,1900,550,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2i,1500,3700,2000,1100,8000,3000,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2j,3400,8500,5400,3400,18000,10000,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2k,600,1400,660,400,3200,810,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2l,840,1900,1000,540,4100,1500,,,,,,,,,,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2a,,,34,11,170,,,,,,,,,,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2b,,,29,9.1,120,,,,,,,,,,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2c,,,26,7.5,100,,,,,,,,,,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2d,,,25,7.9,110,,,,,,,,,,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 3a desilylated,,,1200,740,4200,,,,,,,,,,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 3b desilylated,,,300,150,1100,,,,,,,,,,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 3c desilylated,,,820,360,3000,,,,,,,,,,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 3d desilylated,,,37,11,160,,,,,,,,,,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510
Substituted Polyacetylenes,,Poly(diphenyl acetylene) Poly 1,11200,24800,14400,11600,38700,29100,,,,,,,,,,,Hu 2007,http://dx.doi.org/10.1039/B712327B
Substituted Polyacetylenes,,Poly(diphenyl acetylene) Poly 2,10100,23200,12500,10000,35100,24200,,,,,,,,,,,Hu 2007,http://dx.doi.org/10.1039/B712327B
Substituted Polyacetylenes,,Poly(diphenyl acetylene) Poly 3,3500,7700,3900,2700,11400,6600,,,,,,,,,,,Hu 2007,http://dx.doi.org/10.1039/B712327B
Substituted Polyacetylenes,PTMSP,,9700,25000,14800,11700,47000,30000,,,,,,,,,,,Hu 2007,http://dx.doi.org/10.1039/B712327B
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2b p-F,15800,33300,17900,15600,47000,34300,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2c m-F,12800,27000,14300,12000,35200,27800,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,"Poly(diphenyl acetylene) 2e p,m-F",17800,36800,18700,16600,44200,35000,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,"Poly(diphenyl acetylene) 2f m,m-F",13700,28500,15200,13100,36100,29100,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2g p-Cl,9300,20600,11700,9200,35200,22700,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2h p-Br,9200,20700,11400,9200,32800,22400,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2i p-Me,5000,10800,5700,4100,16900,10100,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2k none,10500,24100,12900,10400,36400,25200,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2m p-SiMe3,530,1100,450,170,2000,470,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2m-D none,200,360,86,30,390,60,,,,,,,,,,,Hu 2008,http://dx.doi.org/10.1021/ma801845g
Substituted Polyacetylenes,,Poly(diarylacetylene) 2a,560,1200,620,250,3300,730,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 2b,370,810,390,160,2200,450,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 2c,240,420,140,44,640,120,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 2f,840,1900,1000,540,4100,1500,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 2g,480,980,440,190,1900,500,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 2h,3400,8500,5400,3400,18000,10000,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 3a,260,580,260,95,1600,260,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 3b,200,440,180,65,1300,170,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 3f,1100,2500,1300,870,4900,2300,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 3g,890,2000,830,420,3400,940,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 3h,8800,19000,9800,8100,24000,19000,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 2i,170,330,130,46,840,120,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 2j,600,1400,660,300,3200,810,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diarylacetylene) 2k,3200,8100,4800,3300,17000,9100,,,,,,,,,,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345
Substituted Polyacetylenes,,Poly(diphenyl acetylene) poly(5)-Ta,140,230,100,46,590,110,,,,,,,,,,,Katsumata 2006,http://dx.doi.org/10.1002/macp.200600188
Substituted Polyacetylenes,,Poly(diphenyl acetylene) poly(5)-Ru,220,400,180,64,1010,170,,,,,,,,,,,Katsumata 2006,http://dx.doi.org/10.1002/macp.200600188
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3a,48,64,17,7.6,58,12,,,,,,,,,,,Saeed 2008,http://dx.doi.org/10.1002/macp.200800029
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2a,,,2600,1500,9400,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (2:1),,,1300,600,5600,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (1:1),,,900,410,3900,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (1:2),,,690,320,3300,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (1:4),,,850,430,3700,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2b,,,1200,550,4600,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3a (sulfonated),,,45,11,340,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (2:1) (sulf.),,,1.3,0.29,17,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (1:1) (sulf.),,,1.7,0.42,16,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (1:2) (sulf.),,,1.1,0.21,9.1,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (1:4) (sulf.),,,0.96,0.12,8.2,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3b sulfonated,,,2.5,0.28,21,,,,,,,,,,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687
Substituted Polyacetylenes,PTPSDPA,Poly[1-phenyl-2-[p-(triisopropylsilyl)phenyl]acetylene,420,740,350,170,1300,390,,760,,1900,,7300,,,,,Nagai 2000,http://dx.doi.org/10.1002/(SICI)1099-0488(20000601)38:11%3C1474::AID-POLB70%3E3.0.CO;2-6
Thermally Rearranged Polymers,HPI,,62,35,2.6,0.4,9.9,0.08,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,PBO,,2647,4194,1092,284,4201,151,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,HPI-co-PPL 82,,,,5.7,0.93,25,,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,PBO-co-PPL 82,,1379,1989,421,94,1874,50,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,HPI-co-PPL 55,,,,3.2,0.49,15,,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,PBO-co-PPL 55,,1489,2895,475,85,1805,46,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,HPI-co-PPL 28,,,,3.2,0.53,11,,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,PBO-co-PPL 28,,1105,1680,132,18,525,6.7,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,API 300,,,,34,5.2,138,,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,PPL 450,,240,376,65,13,294,8.1,,,,,,,,,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8
Thermally Rearranged Polymers,PIH,,,,1.95,0.36,5.98,0.17,,,,,,,,,,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825
Thermally Rearranged Polymers,PIA,,,,1.61,0.2,5.22,0.06,,,,,,,,,,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825
Thermally Rearranged Polymers,PPM-425,,,,10.45,1.74,39.1,0.65,,,,,,,,,,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825
Thermally Rearranged Polymers,PPM-450,,,,12.79,2.21,52,0.87,,,,,,,,,,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825
Thermally Rearranged Polymers,PPM-475,,,,22.17,4.21,94.8,2.02,,,,,,,,,,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825
Thermally Rearranged Polymers,TR tPBO polybenzoxazole,,2647,4194,1092,284,4201,151,,,,,,,,,,,Han 2010,http://dx.doi.org/10.1021/ma101549z
Thermally Rearranged Polymers,TR aPBO polybenzoxazole,,356,408,81,19,398,12,,,,,,,,,,,Han 2010,http://dx.doi.org/10.1021/ma101549z
Thermally Rearranged Polymers,TR cPBO polybenzoxazole,,1656,3612,1306,431,5568,252,,,,,,,,,,,Han 2010,http://dx.doi.org/10.1021/ma101549z
Thermally Rearranged Polymers,TR sPBO polybenzoxazole,,1775,3585,1354,350,5903,260,,,,,,,,,,,Han 2010,http://dx.doi.org/10.1021/ma101549z
Thermally Rearranged Polymers,,Urethane-urea polyether 1,41,42,28,11,190,34,,,,,,,,,,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X
Thermally Rearranged Polymers,,Urethane-urea polyether 2,35,37,22,9.2,170,25,,,,,,,,,,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X
Thermally Rearranged Polymers,,Urethane-urea polyether 3,28,35,21,8.5,170,20,,,,,,,,,,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X
Thermally Rearranged Polymers,,Urethane-urea polyether 4,25,32,20,7.2,150,22,,,,,,,,,,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X
Thermally Rearranged Polymers,,Urethane-urea polyether 5,10,12,8,2.4,69,9.1,,,,,,,,,,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X
Uncategorised,PMDA-ODA,polypyromellitimide of oxydianiline,8,,0.61,0.1,2.7,0.059,,,,,,,,,,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681
Uncategorised,PMDA-MDA,polypyromellitimide of methylenedianiline,9.4,,0.98,0.2,4,0.093,,,,,,,,,,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681
Uncategorised,PMDA-IPDA,polypyromellitimide of isopropylidenedianiline,37.1,17,7.1,1.5,27,0.9,,,,,,,,,,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681
Uncategorised,BPA-PEI,bisphenol-A polyetherimide,9.4,,0.4,0.0526,1.3,0.0356,,,,,,,,,,,Barbari 1989,http://www.sciencedirect.com/science/article/pii/S0376738800823662
Uncategorised,SBI-PEI,"6,6'-dihydroxy-3,3,3',3'-tetramethyl-1,1'-spirobiidane polyetherimide",20.7,,1.4,0.203,4.5,0.155,,,,,,,,,,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan
Uncategorised,12H PEK,12 hydrogen poly(ether ketone),11.8,12.4,1.1,0.21,4.4,0.22,,,,,,,,,,,Mohr 1991,http://www.sciencedirect.com/science/article/pii/003238619190079X
Uncategorised,6H6F PEK,6 hydrogen 6 flourine poly(ether ketone),26.4,22.8,2.4,0.44,8,0.345,,,,,,,,,,,Mohr 1991,http://www.sciencedirect.com/science/article/pii/003238619190079X
Uncategorised,12F PEK,12 flourine poly(ether ketone),42,31.4,3.7,0.76,11.5,0.477,,,,,,,,,,,Mohr 1991,http://www.sciencedirect.com/science/article/pii/003238619190079X
Uncategorised,PPS,"poly(1,4-phenytlene sulfide)",5.15,,0.38,0.046,1.6,0.066,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114
Uncategorised,PDMPO,"poly(2,6-dimethyl-1,4-phenylene oxide",82.3,,14.6,3.5,65.5,4.1,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114
Uncategorised,PDPPO,"poly(2,6-diphenyl-1,4-phenylene oxide",32.7,,7.7,1.5,39.9,2.7,,,,,,,,,,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114
Uncategorised,PBK,bisphenol-A poly(bisketone),8.9,8.9,0.75,0.13,3.3,0.14,,,,,,,,,,,Aitken 1993,http://dx.doi.org/10.1002/polb.1993.090310808
Uncategorised,PBK-S,bisphenol-S poly(bisketone),7.7,8.3,0.64,0.11,3.27,0.12,,,,,,,,,,,Aitken 1993,http://dx.doi.org/10.1002/polb.1993.090310808
Uncategorised,PBSF,bisphenol-A ply(bissulfone),16.9,20.1,2.39,0.47,10.8,0.5,,,,,,,,,,,Aitken 1993,http://dx.doi.org/10.1002/polb.1993.090310808
Uncategorised,PH,polyhydroxy ether,2.5,,0.1,0.015,0.4,0.019,,,,,,,,,,,Barbari 1989,http://www.sciencedirect.com/science/article/pii/S0376738800823662
Uncategorised,BPA/tBIA,poly(bisphenol-A tetrabutyl isophthalate),34.3,41.9,5.95,1.17,24.2,1.43,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,PhTh/IA,poly(phenolphthalein),14.7,14.7,1.52,0.264,6.74,0.167,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,PhTh/tBIA,poly(phenolphthalein tetrabutyl isophthalate),35.6,41.3,5.6,1.06,23.8,1.16,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,HPF/IA,poly(fluorene bisphenol isophthalate),22.3,26.1,3.03,0.556,10.3,0.616,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,HPF/tBIA,poly(fluorene bisphenol tetrabutyl isophthalate),45.9,63.1,9.55,1.94,36.8,2.38,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,PhAnthr/IA,poly(phenolphthalein isophthalate),18,19.7,2.05,0.342,9,0.334,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,TBBPA/IA,poly(tetrabromo bisphenol-A isophthalate,16.3,17.8,1.29,0.178,4.93,0.142,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,TBBPA/tBIA,poly(tetrabromo bisphenol-A tetrabutyl isophthalate,41.6,53.9,5.66,0.89,21.5,0.853,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,TBPAh/IA,poly(tetrabromo phenolphthalein isophthalate),23.4,27.1,1.96,0.282,8.34,0.206,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,TBPhTh/tBIA,poly(tetrabromo phenolphthalein tetrabutyl isophthalate),51.3,67.4,7.41,1.19,30.6,1.09,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,TBHPF/IA,poly(tetrabromofluorene isophthalate),38.5,62.2,4.83,0.704,20.4,0.567,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,TBHPF/tBIA,poly(tetrabromofluorene tetrabutyl isophthalate),94.4,137,16.8,2.85,69.5,2.77,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,HFBPA/tBIA,poly(hexaflroup bisphenol-A tetrabutyl isophthalate),91.1,86.7,15.7,3.63,56.9,3.47,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,HFBPA/IA,poly(hexafluoro bisphenol-A isophthalate),47.8,37.3,5.23,1.11,19.1,0.799,,,,,,,,,,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_
Uncategorised,6FDA-TADPO PAAA,"poly(amide amino acid) of 2,2- and bis(3,4-dicaroxyphenyl) hexaflouropropane dianhydride tetraaminodiphenyl ether",18.9,,0.97,0.17,3.69,0.087,,,,,,,,,,,Walker 1991,http://www.sciencedirect.com/science/article/pii/S0376738800823297
